
91,91,36,650,0,true,570,0,10,,91,ChillAction,,91,1390
91,91,31,650,0,false,910,1,13,,91,RunAwayAction,,91,1050
88,88,650,650,0,true,230,1,7,,88,RunAwayAction,,88,360
91,91,69,21,0,true,120,1,6,,91,RunAwayAction,,91,1840
91,91,650,47,0,true,110,1,2,,91,ChaseAction,,91,1850
91,91,20,650,0,false,120,2,7,,91,RunAwayAction,,91,1500
91,91,45,650,0,false,440,2,2,,91,RunAwayAction,,91,1280
90,90,134,124,0,false,290,3,16,,90,RunAwayAction,,90,420
91,91,26,650,0,false,120,3,4,,91,ChaseAction,,91,1030
88,88,650,650,0,true,230,3,4,,88,ChaseAction,,88,190
88,88,650,88,0,true,290,3,13,,88,RunAwayAction,,88,330
89,89,116,124,0,true,150,3,7,,89,ChillAction,,89,500
91,91,124,76,0,true,230,3,10,,91,RunAwayAction,,91,510
91,91,110,52,0,true,230,3,16,,91,RunAwayAction,,91,550
91,91,39,650,0,false,880,4,3,,91,ChaseAction,,91,860
107,107,23,650,0,false,130,0,5,,107,RunAwayAction,,107,990
107,107,77,650,0,false,110,1,7,,107,ChaseAction,,107,920
104,104,650,650,0,true,210,1,10,,104,ChillAction,,104,240
104,104,650,136,0,true,290,3,10,,104,RunAwayAction,,104,280
104,104,650,112,0,true,230,3,10,,104,ChaseAction,,104,410
105,105,650,88,0,true,230,3,16,,105,ChillAction,,105,800
107,107,650,650,0,true,140,3,2,,107,ChaseAction,,107,980
107,107,650,93,0,true,140,3,11,,107,RunAwayAction,,107,980
115,115,55,650,0,false,210,0,5,,115,ChaseAction,,115,1070
115,115,21,650,0,false,210,0,7,,115,RunAwayAction,,115,1070
115,115,56,650,0,false,120,1,7,,115,ChaseAction,,115,660
112,112,650,650,0,true,210,1,10,,112,ChillAction,,112,240
115,115,41,22,0,true,130,1,12,,115,RunAwayAction,,115,1180
115,115,61,650,0,false,240,2,4,,115,RunAwayAction,,115,680
115,115,50,650,0,false,120,3,4,,115,ChaseAction,,115,670
112,112,650,136,0,true,290,3,10,,112,ChaseAction,,112,250
112,112,650,112,0,true,230,3,10,,112,ChaseAction,,112,340
113,113,650,88,0,true,230,3,16,,113,ChillAction,,113,550
115,115,650,650,0,true,140,3,2,,115,ChillAction,,115,1170
115,115,650,93,0,true,140,3,11,,115,RunAwayAction,,115,1170
127,127,76,45,0,true,130,0,5,,127,RunAwayAction,,127,890
124,124,650,650,0,true,230,1,7,,124,ChillAction,,124,190
127,127,106,40,0,true,120,1,10,,127,ChillAction,,127,510
127,127,94,60,0,true,150,1,5,,127,ChillAction,,127,760
127,127,650,61,0,true,230,1,7,,127,ChaseAction,,127,990
127,127,82,45,0,true,120,2,4,,127,RunAwayAction,,127,820
126,126,134,112,0,false,120,3,16,,126,ChaseAction,,126,480
127,127,75,650,0,false,110,3,7,,127,RunAwayAction,,127,1140
127,127,61,650,0,false,280,3,16,,127,RunAwayAction,,127,970
127,127,31,650,0,false,200,3,5,,127,RunAwayAction,,127,1050
124,124,650,650,0,true,230,3,4,,124,ChaseAction,,124,160
124,124,650,92,0,true,280,3,13,,124,RunAwayAction,,124,230
125,125,128,112,0,true,120,3,7,,125,ChillAction,,125,420
127,127,100,56,0,true,120,3,4,,127,ChaseAction,,127,550
127,127,650,41,0,true,230,3,2,,127,ChaseAction,,127,790
127,127,650,47,0,true,280,3,13,,127,ChaseAction,,127,940
143,143,72,45,0,true,130,0,5,,143,RunAwayAction,,143,980
143,143,29,650,0,false,200,1,8,,143,RunAwayAction,,143,1850
140,140,650,650,0,true,230,1,7,,140,ChillAction,,140,190
143,143,86,40,0,true,120,1,10,,143,ChillAction,,143,510
143,143,74,60,0,true,150,1,5,,143,ChillAction,,143,890
143,143,650,31,0,true,440,1,13,,143,ChaseAction,,143,990
143,143,27,650,0,true,400,1,5,,143,RunAwayAction,,143,1650
143,143,86,45,0,true,120,2,4,,143,RunAwayAction,,143,990
143,143,44,64,0,true,440,2,2,,143,ChaseAction,,143,790
142,142,122,112,0,false,120,3,16,,142,ChaseAction,,142,480
143,143,7,650,0,false,600,3,2,,143,RunAwayAction,,143,1450
140,140,650,650,0,true,230,3,4,,140,ChaseAction,,140,160
140,140,650,88,0,true,280,3,13,,140,ChaseAction,,140,230
141,141,116,112,0,true,120,3,7,,141,ChillAction,,141,420
143,143,80,56,0,true,120,3,4,,143,ChaseAction,,143,550
143,143,650,85,0,true,120,3,5,,143,RunAwayAction,,143,1330
143,143,650,83,0,true,290,3,8,,143,RunAwayAction,,143,1360
143,143,650,37,0,true,230,3,10,,143,ChaseAction,,143,1820
143,143,650,41,0,true,220,3,16,,143,ChaseAction,,143,1830
143,143,25,650,0,true,400,3,2,,143,ChillAction,,143,1650
143,143,38,64,0,true,480,4,3,,143,ChillAction,,143,920
161,161,650,650,0,true,230,1,7,,161,RunAwayAction,,161,360
163,163,122,112,0,false,290,3,16,,163,RunAwayAction,,163,470
164,164,46,650,0,false,110,3,4,,164,ChillAction,,164,710
161,161,650,650,0,true,230,3,4,,161,ChillAction,,161,190
161,161,650,88,0,true,290,3,13,,161,RunAwayAction,,161,330
162,162,116,112,0,true,150,3,7,,162,ChillAction,,162,500
164,164,124,88,0,true,230,3,10,,164,RunAwayAction,,164,590
164,164,110,84,0,true,230,3,16,,164,RunAwayAction,,164,590
172,172,18,650,0,false,200,0,7,,172,RunAwayAction,,172,1140
172,172,6,650,0,false,200,0,5,,172,RunAwayAction,,172,1140
172,172,650,20,0,true,220,0,15,,172,ChillAction,,172,930
172,172,55,650,0,false,260,1,12,,172,ChillAction,,172,890
169,169,650,650,0,true,120,1,10,,169,RunAwayAction,,169,160
169,169,650,650,0,true,180,1,7,,169,ChillAction,,169,300
172,172,650,55,0,true,110,1,10,,172,RunAwayAction,,172,1230
172,172,650,108,0,false,230,3,10,,172,ChillAction,,172,590
172,172,38,650,0,false,130,3,16,,172,ChillAction,,172,1190
169,169,650,650,0,true,120,3,4,,169,ChillAction,,169,330
170,170,650,112,0,true,150,3,13,,170,ChillAction,,170,360
171,171,650,128,0,true,290,3,16,,171,ChaseAction,,171,500
172,172,650,84,0,true,230,3,16,,172,ChaseAction,,172,720
185,185,10,650,0,false,200,1,8,,185,ChaseAction,,185,890
182,182,650,650,0,true,250,1,7,,182,ChaseAction,,182,370
185,185,100,52,0,true,130,1,8,,185,ChaseAction,,185,550
185,185,86,28,0,true,290,1,10,,185,ChillAction,,185,610
185,185,4,650,0,false,230,3,2,,185,RunAwayAction,,185,860
182,182,650,650,0,true,230,3,4,,182,ChaseAction,,182,220
182,182,650,88,0,true,220,3,13,,182,ChaseAction,,182,430
185,185,136,44,0,true,230,3,10,,185,RunAwayAction,,185,700
185,185,130,60,0,true,230,3,16,,185,RunAwayAction,,185,780
185,185,26,650,0,true,110,3,2,,185,ChillAction,,185,980
195,195,34,650,0,false,130,0,5,,195,ChillAction,,195,1140
195,195,16,650,0,false,270,0,10,,195,RunAwayAction,,195,1300
195,195,17,650,0,false,440,1,13,,195,RunAwayAction,,195,1000
192,192,650,650,0,true,250,1,7,,192,ChaseAction,,192,420
195,195,650,51,0,true,260,1,7,,195,ChillAction,,195,530
195,195,650,75,0,true,110,1,8,,195,ChaseAction,,195,1460
195,195,650,62,0,true,110,1,8,,195,ChillAction,,195,1460
195,195,40,650,0,false,120,2,7,,195,ChillAction,,195,1150
195,195,45,650,0,false,240,2,2,,195,RunAwayAction,,195,1030
195,195,650,93,0,false,230,3,13,,195,RunAwayAction,,195,600
195,195,46,650,0,false,120,3,4,,195,ChaseAction,,195,880
192,192,650,650,0,true,230,3,4,,192,ChaseAction,,192,410
192,192,650,92,0,true,220,3,13,,192,ChaseAction,,192,480
195,195,650,41,0,true,260,3,2,,195,ChaseAction,,195,500
195,195,650,111,0,true,110,3,2,,195,RunAwayAction,,195,1460
195,195,34,650,0,false,480,4,3,,195,RunAwayAction,,195,960
