
19,19,0,12,true,12,true,24,true,36,true,true,1,74.0,4070,2,,19,1,,19,600,0,31
19,19,0,12,true,12,true,24,true,36,true,true,1,74.0,4070,2,,19,1,,19,600,0,27
23,23,0,60,false,12,false,68,false,12,false,true,0,127.0,6650,2,,23,0,,23,20,-1,59
8,8,1,12,false,24,false,-1,false,36,false,true,0,96.0,1300,3,,8,0,,8,140,-1,-5
4,4,2,-1,false,24,true,12,true,12,true,true,1,100.0,670,3,,4,2,,4,630,0,33
4,4,2,-1,false,36,true,12,true,12,true,true,1,64.0,670,3,,4,2,,4,630,0,2
4,4,2,-1,false,36,true,12,true,12,true,true,1,56.0,690,3,,4,2,,4,610,0,9
19,19,2,-1,false,24,true,12,true,12,true,true,1,113.0,4070,2,,19,2,,19,600,0,-2
23,23,2,-1,false,12,true,16,true,20,true,true,0,75.0,6450,2,,23,1,,23,220,-1,-36
19,19,3,12,true,24,true,36,true,-1,false,true,1,30.0,4070,2,,19,2,,19,600,0,-25
5,5,4,24,false,-1,false,52,false,12,false,true,2,68.0,1300,3,,5,3,,5,140,-1,-19
14,14,4,24,false,-1,false,12,false,52,false,true,1,128.0,2770,2,,14,1,,14,1060,0,38
23,23,4,12,true,-1,false,52,true,24,true,true,3,119.0,6650,2,,23,3,,23,20,-1,33
23,23,4,12,true,-1,false,52,true,24,true,true,2,77.0,6450,2,,23,3,,23,220,-1,-7
8,8,1,12,true,24,true,-1,false,36,true,false,2,23.0,1300,3,,8,2,,8,140,-1,-86
12,12,2,-1,false,16,false,12,false,52,false,false,1,29.0,1990,2,,12,2,,12,810,0,-22
15,15,2,-1,false,24,false,24,false,12,false,false,1,115.0,2850,2,,15,1,,15,830,0,6
8,8,3,12,false,24,true,36,true,-1,false,false,2,38.0,1300,3,,8,2,,8,120,-1,-85
15,15,3,12,false,24,false,36,false,-1,false,false,2,101.0,2830,2,,15,2,,15,860,0,-24
12,12,4,36,false,-1,false,36,false,12,false,false,3,174.0,1970,2,,12,3,,12,780,0,59
27,27,1,12,false,24,false,-1,false,36,false,true,2,136.0,2360,3,,27,2,,27,150,-1,105
34,34,1,24,true,12,true,-1,false,12,true,true,3,164.0,5870,1,,34,2,,34,430,0,8
24,24,2,-1,false,24,false,12,false,12,false,true,1,154.0,1770,3,,24,2,,24,510,0,-40
24,24,3,12,false,24,false,24,false,-1,false,true,0,52.0,1790,3,,24,3,,24,500,0,-23
31,31,3,56,true,12,true,12,true,-1,false,true,1,107.0,5140,2,,31,2,,31,20,-1,21
34,34,3,16,false,16,false,12,false,-1,false,true,2,117.0,5840,1,,34,2,,34,460,0,41
39,39,3,56,false,12,false,12,false,-1,false,true,1,73.0,6660,1,,39,0,,39,440,0,-14
25,25,4,24,false,-1,false,52,false,12,false,true,2,194.0,2280,3,,25,3,,25,280,-1,143
31,31,4,20,true,-1,false,20,true,12,true,true,2,105.0,5140,2,,31,3,,31,20,-1,4
31,31,4,24,true,-1,false,12,true,24,true,true,2,157.0,5140,2,,31,3,,31,90,-1,41
24,24,0,52,false,28,false,12,false,12,false,false,1,23.0,1450,3,,24,0,,24,850,0,-56
34,34,0,60,false,12,false,12,false,68,false,false,3,56.0,5380,1,,34,0,,34,510,0,-27
34,34,0,60,false,12,false,68,false,12,false,false,2,106.0,5310,1,,34,3,,34,990,0,82
34,34,1,16,true,16,true,-1,false,36,true,false,3,83.0,5890,1,,34,0,,34,410,0,0
28,28,2,-1,false,28,true,12,false,12,false,false,0,17.0,2400,3,,28,3,,28,40,-1,-65
28,28,2,-1,false,12,false,28,false,28,false,false,0,30.0,2420,3,,28,1,,28,40,-1,-7
31,31,3,16,true,16,true,36,true,-1,false,false,1,27.0,5140,2,,31,0,,31,40,-1,-79
24,24,4,60,false,-1,false,12,false,12,false,false,1,43.0,1450,3,,24,0,,24,940,0,-7
45,45,0,12,false,12,false,36,false,24,false,true,1,38.0,1910,3,,45,0,,45,40,-1,-19
45,45,0,52,true,28,true,12,true,12,true,true,3,74.0,1920,3,,45,0,,45,130,-1,43
42,42,2,-1,false,16,false,12,false,52,false,true,0,148.0,1060,3,,42,1,,42,800,0,85
42,42,2,-1,false,24,true,12,true,12,true,true,1,68.0,860,3,,42,1,,42,1050,0,29
42,42,4,24,true,-1,false,12,true,52,true,true,1,30.0,860,3,,42,1,,42,1040,0,-50
42,42,4,24,true,-1,false,12,true,52,true,true,2,68.0,850,3,,42,1,,42,1090,0,40
45,45,0,12,true,12,true,36,false,24,true,false,1,28.0,1940,3,,45,1,,45,60,-1,-9
46,46,2,-1,false,24,false,12,false,12,false,false,1,22.0,2500,2,,46,1,,46,0,-1,-23
45,45,3,12,false,24,false,36,false,-1,false,false,2,80.0,1930,3,,45,2,,45,170,-1,29
46,46,4,24,false,-1,false,12,false,52,false,false,1,11.0,2500,2,,46,1,,46,0,-1,-48
