
3,3,32,2147483647,0,false,620,1,,3,RunAwayAction,,3,290
3,3,44,2147483647,0,false,680,1,,3,ChaseAction,,3,240
3,3,58,2147483647,0,false,680,1,,3,RunAwayAction,,3,660
3,3,35,2147483647,0,false,710,1,,3,RunAwayAction,,3,630
0,0,2147483647,2147483647,0,true,10,1,,0,RunAwayAction,,0,380
0,0,2147483647,2147483647,0,true,70,1,,0,ChaseAction,,0,520
3,3,58,2147483647,24,true,910,1,,3,RunAwayAction,,3,430
3,3,40,2147483647,24,true,910,1,,3,ChillAction,,3,430
3,3,4,2147483647,0,true,920,1,,3,ChaseAction,,3,420
3,3,100,79,0,true,1340,1,,3,RunAwayAction,,3,0
3,3,2147483647,29,0,true,1340,1,,3,ChillAction,,3,30
3,3,2147483647,2147483647,0,true,1370,1,,3,RunAwayAction,,3,0
3,3,2147483647,2147483647,0,true,1370,1,,3,ChaseAction,,3,0
3,3,2147483647,2147483647,0,true,1370,1,,3,ChaseAction,,3,0
3,3,2147483647,2147483647,0,true,1370,1,,3,ChaseAction,,3,0
3,3,106,112,0,false,300,3,,3,ChaseAction,,3,380
3,3,34,2147483647,0,false,590,3,,3,ChillAction,,3,120
3,3,26,2147483647,0,false,650,3,,3,ChillAction,,3,260
3,3,53,2147483647,0,false,680,3,,3,ChaseAction,,3,660
0,0,2147483647,2147483647,0,true,40,3,,0,ChillAction,,0,380
1,1,2147483647,88,0,true,100,3,,1,ChillAction,,1,520
2,2,100,112,0,true,270,3,,2,RunAwayAction,,2,380
3,3,104,88,0,true,390,3,,3,ChillAction,,3,290
3,3,86,64,0,true,420,3,,3,RunAwayAction,,3,260
3,3,106,79,12,true,1340,3,,3,RunAwayAction,,3,0
3,3,82,55,0,true,1340,3,,3,RunAwayAction,,3,0
3,3,2147483647,39,0,true,1340,3,,3,RunAwayAction,,3,30
3,3,2147483647,39,0,true,1340,3,,3,RunAwayAction,,3,30
3,3,2147483647,39,0,true,1340,3,,3,RunAwayAction,,3,30
3,3,2147483647,39,0,true,1340,3,,3,ChaseAction,,3,30
3,3,2147483647,39,0,true,1340,3,,3,ChillAction,,3,30
3,3,2147483647,2147483647,12,true,1370,3,,3,ChillAction,,3,0
3,3,2147483647,87,0,true,1370,3,,3,ChillAction,,3,0
3,3,2147483647,71,0,true,1370,3,,3,ChaseAction,,3,0
3,3,2147483647,71,0,true,1370,3,,3,ChaseAction,,3,0
3,3,2147483647,67,0,true,1370,3,,3,ChaseAction,,3,0
3,3,2147483647,63,0,true,1370,3,,3,RunAwayAction,,3,0
3,3,2147483647,2147483647,12,true,1370,3,,3,ChillAction,,3,0
3,3,2147483647,87,0,true,1370,3,,3,ChaseAction,,3,0
3,3,2147483647,71,0,true,1370,3,,3,ChaseAction,,3,0
43,43,20,2147483647,0,false,710,1,,43,RunAwayAction,,43,340
43,43,8,2147483647,0,false,770,1,,43,RunAwayAction,,43,360
40,40,2147483647,2147483647,0,true,10,1,,40,RunAwayAction,,40,370
40,40,2147483647,2147483647,0,true,70,1,,40,RunAwayAction,,40,410
43,43,52,60,12,true,380,1,,43,ChillAction,,43,360
43,43,58,52,0,true,390,1,,43,ChillAction,,43,380
43,43,2147483647,17,0,true,1130,1,,43,ChillAction,,43,50
43,43,2147483647,2147483647,12,true,1180,1,,43,RunAwayAction,,43,0
43,43,2147483647,2147483647,12,true,1180,1,,43,RunAwayAction,,43,0
43,43,2147483647,2147483647,12,true,1180,1,,43,RunAwayAction,,43,0
43,43,2147483647,2147483647,12,true,1180,1,,43,RunAwayAction,,43,0
43,43,2147483647,71,12,true,1180,1,,43,ChillAction,,43,0
43,43,28,2147483647,0,false,830,2,,43,ChillAction,,43,300
43,43,106,132,0,false,300,3,,43,ChaseAction,,43,410
43,43,14,2147483647,0,false,680,3,,43,RunAwayAction,,43,370
43,43,14,2147483647,0,false,740,3,,43,ChaseAction,,43,390
43,43,22,2147483647,12,false,850,3,,43,ChillAction,,43,280
43,43,71,129,12,false,1130,3,,43,ChaseAction,,43,50
40,40,2147483647,2147483647,0,true,40,3,,40,RunAwayAction,,40,350
41,41,2147483647,88,0,true,100,3,,41,ChaseAction,,41,410
42,42,100,124,0,true,270,3,,42,ChillAction,,42,410
43,43,92,44,0,true,480,3,,43,RunAwayAction,,43,350
43,43,86,44,0,true,510,3,,43,RunAwayAction,,43,340
43,43,95,2147483647,0,true,1050,3,,43,RunAwayAction,,43,130
43,43,89,2147483647,0,true,1050,3,,43,RunAwayAction,,43,130
43,43,2147483647,70,0,true,1130,3,,43,RunAwayAction,,43,50
43,43,2147483647,41,0,true,1130,3,,43,ChillAction,,43,50
43,43,2147483647,17,36,true,1180,3,,43,RunAwayAction,,43,0
43,43,2147483647,17,48,true,1180,3,,43,ChillAction,,43,0
43,43,2147483647,17,36,true,1180,3,,43,ChaseAction,,43,0
43,43,2147483647,17,0,true,1180,3,,43,ChaseAction,,43,0
43,43,2147483647,10,12,true,1180,3,,43,ChillAction,,43,0
43,43,2147483647,2147483647,0,true,1180,3,,43,ChillAction,,43,0
43,43,2147483647,93,0,true,1180,3,,43,RunAwayAction,,43,0
43,43,2147483647,91,36,true,1180,3,,43,RunAwayAction,,43,0
43,43,2147483647,91,48,true,1180,3,,43,RunAwayAction,,43,0
43,43,2147483647,35,36,true,1180,3,,43,ChaseAction,,43,0
43,43,2147483647,11,0,true,1180,3,,43,ChaseAction,,43,0
43,43,2147483647,2147483647,0,true,1180,3,,43,ChillAction,,43,0
43,43,2147483647,87,0,true,1180,3,,43,RunAwayAction,,43,0
43,43,2147483647,71,0,true,1180,3,,43,RunAwayAction,,43,0
43,43,2147483647,71,36,true,1180,3,,43,RunAwayAction,,43,0
88,88,58,2147483647,0,false,450,0,,88,ChillAction,,88,810
88,88,14,2147483647,12,false,510,0,,88,ChaseAction,,88,770
88,88,14,2147483647,0,true,790,0,,88,ChaseAction,,88,490
88,88,2147483647,50,25,true,1280,0,,88,RunAwayAction,,88,30
88,88,8,2147483647,0,false,520,1,,88,ChillAction,,88,760
88,88,28,106,0,false,1830,1,,88,RunAwayAction,,88,110
86,86,2147483647,2147483647,0,true,10,1,,86,ChillAction,,86,440
88,88,76,2147483647,0,true,1220,1,,88,ChaseAction,,88,60
